userID,Upayment,Rcuisine,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,placeID,rating,food_rating,service_rating
U1002,cash,Mexican,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,132925,1,1,2
U1002,cash,Mexican,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,135085,1,1,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135064,0,0,0
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132825,2,2,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135075,2,2,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132862,1,2,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135041,0,1,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132937,2,2,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132922,2,2,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132723,2,2,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132755,2,2,1
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135080,2,1,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135079,2,2,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132754,2,2,2
U1003,cash,Mexican,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135059,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Continental-European,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,cash,Cafeteria,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Bakery,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Breakfast-Brunch,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Japanese,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Contemporary,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Mexican,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2
U1004,bank_debit_cards,Bagels,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2
U1004,bank_debit_cards,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1
U1004,bank_debit_cards,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2
U1004,bank_debit_cards,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2
U1004,bank_debit_cards,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1
U1004,bank_debit_cards,Cafe-Coffee_Shop,18.867,-99.18299999999999,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2
