placeID,latitude,longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services,Rcuisine,hours,days,parking_lot,Rpayment,userID,rating,food_rating,service_rating
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,SLP,Mexico,?,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Latin_American,00:00-23:30,Sat,public,bank_debit_cards,U1067,1,1,1
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,?,78399,Wine-Beer,none,informal,no_accessibility,low,?,familiar,f,closed,none,Mexican,00:00-23:30,Sun,none,cash,U1067,1,2,2
135065,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Venustiano Carranza 1625 Jardin,San Luis Potosi,SLP,Mexico,?,78250,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Steaks,07:00-23:30,Mon;Tue;Wed;Thu;Fri,valet parking,VISA,U1067,1,0,1
135076,22.181017,-100.973614,0101000020957F00005657121FAA4358C1A8030D5598A04B41,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,SLP,Mexico,?,78395,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none,Mexican,07:00-23:30,Sat,valet parking,MasterCard-Eurocard,U1067,0,0,0
135086,22.141420999999998,-101.01395500000001,0101000020957F0000FA1A0E5A9B4858C17C884C4173AE4B41,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,?,78290,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,t,closed,none,Steaks,07:00-23:30,Sun,yes,cash,U1067,1,0,0
132870,22.1430781,-100.9354788,0101000020957F0000550FC1FC854A58C16D7D4E35F8974B41,Tortas y hamburguesas el gordo,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,no_accessibility,low,?,familiar,f,closed,none,Mexican,18:00-23:30,Mon;Tue;Wed;Thu;Fri,public,cash,U1103,1,2,1
132854,22.1378633,-100.9383273,0101000020957F0000FEC3FB453E4B58C19B4A463617994B41,Sirlone,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine-Beer,none,informal,completely,medium,?,familiar,f,closed,none,Steaks,18:00-23:30,Sat,yes,VISA,U1103,0,0,2
132937,22.1500193,-100.9799203,0101000020957F0000F9F19DDC3B4858C191B265A83BA44B41,rockabilly ,agustin de iturbide,san luis potosi,san luis potosi,mexico,?,?,Full_Bar,section,informal,completely,low,?,quiet,f,closed,variety,Asian,18:00-21:00,Sun,none,MasterCard-Eurocard,U1103,1,2,0
132856,22.1513782,-100.97463370000001,0101000020957F0000C1B7D30B2C4858C1CE557111A5A24B41,Unicols Pizza,Plaza del Carmen,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine-Beer,none,informal,completely,low,?,familiar,f,closed,none,Dessert-Ice_Cream,00:00-23:30,Mon;Tue;Wed;Thu;Fri,fee,cash,U1103,2,2,2
132668,23.738212,-99.1519547,0101000020957F000003B195E25F8457C1C535BD04614B4941,TACOS EL GUERO,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,International,20:30-23:30,Sat,public,VISA,U1103,1,2,2
135033,22.14161,-100.97314200000001,0101000020957F00000F624C60B54958C11757339BCCA24B41,Restaurant El Muladar de Calzada,De Guadalupe 460 San Miguelito,San Luis Potosi,SLP,Mexico,?,78399,No_Alcohol_Served,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Mongolian,00:00-23:30,Sun,yes,MasterCard-Eurocard,U1103,1,2,0
132862,22.150642899999998,-100.9870148,0101000020957F0000AF95272CF14758C165B2F91238A64B41,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine-Beer,none,casual,completely,high,?,familiar,f,closed,none,Steaks,00:00-23:30,Mon;Tue;Wed;Thu;Fri,public,cash,U1103,1,0,2
134983,18.948657,-99.235361,0101000020957F0000DEF36F4FC76A5AC162B083D9A0544A41,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,?,62250,Full_Bar,section,informal,no_accessibility,high,carlosandcharlies.com,familiar,f,closed,none,Vegetarian,00:00-23:30,Sat,yes,VISA,U1103,2,2,2
132851,22.136872,-100.9345736,0101000020957F0000C74DE39C7F4B58C1061F291714984B41,KFC,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,closed,none,Brazilian,00:00-23:30,Sun,public,MasterCard-Eurocard,U1107,2,2,1
135013,18.917441,-99.165945,0101000020957F0000D241E94E7B715AC119862B3B1E414A41,Giovannis,40 Norte Civac 1RA. Seccion,Jiutepec,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,familiar,f,closed,none,International,12:00-22:00,Mon;Tue;Wed;Thu;Fri,yes,bank_debit_cards,U1107,2,2,2
135042,22.159357,-100.973411,0101000020957F0000C66BB014FC4658C17CFE8D93D2A14B41,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Latin_American,12:00-23:00,Sat,none,cash,U1107,2,2,2
132768,18.9257734,-99.2326355,0101000020957F000000DD3546816E5AC119D4BD17FD544A41,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,morelos,mexico,?,62320,No_Alcohol_Served,not permitted,casual,partially,medium,?,familiar,t,closed,none,Steaks,12:00-22:00,Sun,none,cash,U1044,2,2,2
132561,23.726819,-99.1265059,0101000020957F000004457BB7AA8657C15F10835CD9444941,cafe ambar,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Cafe-Coffee_Shop,09:00-23:00,Mon;Tue;Wed;Thu;Fri,none,cash,U1044,1,2,1
135045,22.151189000000002,-100.98179,0101000020957F00000B6735CA004858C108FD525CB2A44B41,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,none,casual,no_accessibility,high,lagranvia.com.mx,familiar,f,closed,none,Cafeteria,09:00-01:00,Sat,none,VISA,U1070,2,2,1
132847,22.144336499999998,-100.9373825,0101000020957F00004717A23D474A58C17D1F102970984B41,don burguers,r.b. anaya esq. florencia,slp,slp,mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,familiar,f,open,none,Contemporary,09:00-22:00,Sun,yes,MasterCard-Eurocard,U1070,1,1,1
135054,22.140626,-100.915657,0101000020957F000011E92CCE714B58C19BF8C0CA75924B41,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78000S,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none,Deli-Sandwiches,13:00-08:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1070,1,1,0
134975,18.940828,-99.21542600000001,0101000020957F000076F426DC856C5AC1CB520721F84E4A41,Rincon del Bife,?,?,?,?,?,?,Full_Bar,section,informal,completely,high,?,familiar,f,closed,variety,Diner,13:00-08:00,Sat,yes,VISA,U1031,0,0,0
135053,22.178931,-101.012861,0101000020957F0000B3C05AB5E54258C180F99573E7AB4B41,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,SLP,Mexico,?,62460,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,f,closed,none,Mexican,13:00-08:00,Sun,yes,MasterCard-Eurocard,U1031,0,0,0
135050,22.174887,-100.970825,0101000020957F0000FD78FFF7AD4458C1896A33F029A04B41,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,SLP,Mexico,?,78430,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none,Mexican,14:00-23:30,Mon;Tue;Wed;Thu;Fri,public,bank_debit_cards,U1031,0,0,0
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,14:00-23:30,Sat,yes,cash,U1082,1,1,1
135030,22.147879999999997,-100.98947199999999,0101000020957F0000C57C76034C4858C10E437A7E15A74B41,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,quiet,f,closed,Internet,Cafeteria,14:00-23:30,Sun,none,VISA,U1023,0,0,0
135057,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,?,78390,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,13:00-23:00,Mon;Tue;Wed;Thu;Fri,yes,MasterCard-Eurocard,U1023,0,0,0
135079,22.156376,-100.998355,0101000020957F00009FF49E27C04658C1BA8689941CA94B41,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none,Japanese,13:00-00:00,Sat,yes,bank_debit_cards,U1082,0,0,0
134992,18.936683,-99.247366,0101000020957F0000FC799354656C5AC1233FCC70E7584A41,Restaurant Teely,La Pradera,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,section,casual,no_accessibility,high,?,familiar,f,closed,none,Sushi,13:00-22:00,Sun,yes,cash,U1082,0,0,0
132954,22.160380800000002,-100.9880447,0101000020957F0000F78F04596C4658C1C151AA1AEFA54B41,la parroquia,venustiano carranza,san luis potosi,san luis potosi,?,?,?,No_Alcohol_Served,not permitted,informal,partially,medium,?,familiar,t,closed,none,Mexican,13:00-23:30,Mon;Tue;Wed;Thu;Fri,yes,cash,U1082,0,0,0
135041,22.15106,-100.977659,0101000020957F0000D2002719234858C1CC7A9FC186A34B41,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,lunacafe.com.mx,familiar,f,closed,none,Seafood,13:00-00:30,Sat,none,bank_debit_cards,U1082,0,0,0
132608,23.7588052,-99.16512970000001,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,t,open,none,Cafeteria,13:00-01:00,Sun,yes,cash,U1082,0,0,0
135046,22.141282,-101.00295799999999,0101000020957F000011DFB4E3EE4858C13F78758452AB4B41,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,SLP,Mexico,?,78200,No_Alcohol_Served,none,informal,no_accessibility,medium,reyecito.com,familiar,f,closed,none,Burgers,10:00-23:30,Mon;Tue;Wed;Thu;Fri,none,cash,U1082,0,0,0
132564,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Fast_Food,10:00-23:30,Sat,yes,VISA,U1060,2,2,2
132869,22.1412384,-100.9239252,0101000020957F0000BC62C18D1F4B58C169E0A959C8944B41,Dominos Pizza,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,f,closed,none,Fast_Food,11:00-23:30,Sun,none,MasterCard-Eurocard,U1060,2,2,2
132925,22.1534997,-100.97624300000001,0101000020957F00001EF62687CD4758C1BE336F4EFAA24B41,el pueblito,?,?,?,?,?,?,Wine-Beer,not permitted,informal,completely,medium,?,familiar,f,closed,none,Chinese,11:00-23:30,Mon;Tue;Wed;Thu;Fri,yes,cash,U1060,2,1,2
132955,22.147622,-101.01027490000001,0101000020957F000068BE7C87C24758C1920A360A08AD4B41,emilianos,venustiano carranza,san luis potos,mexico,?,?,?,Wine-Beer,none,informal,completely,low,?,familiar,t,closed,variety,Seafood,11:00-23:30,Sat,yes,cash,U1060,1,2,1
135059,22.145108,-100.989547,0101000020957F000005810F19B84858C136805B2745A74B41,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,?,78250,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Contemporary,11:00-22:00,Sun,none,VISA,U1015,0,0,0
135001,18.941859,-99.241927,0101000020957F0000429477F3B36B5AC1D65C45CAFA564A41,Vips,Emiliano Zapata No. 825 Tlaltenongo,Cuernavaca,Morelos,Mexico,?,62170,Wine-Beer,none,informal,completely,medium,?,familiar,t,closed,none,Bar,12:00-22:00,Mon;Tue;Wed;Thu;Fri,yes,MasterCard-Eurocard,U1123,1,2,1
135063,22.156724,-100.97555600000001,0101000020957F000054B1A10F544758C15BD6A12797A24B41,Restaurante Alhondiga,Alhondiga 62 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar_Pub_Brewery,12:00-22:00,Sat,public,bank_debit_cards,U1123,1,2,1
135080,22.145007999999997,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Estatuto Juridico 1040 Burocratas,San Luis Potosi,SLP,Mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,f,closed,none,Japanese,12:00-22:00,Sun,yes,cash,U1123,2,2,2
135000,18.870565,-99.226938,0101000020957F00001CCDD2577A775AC1D25FB8BA1F564A41,Restaurant los Pinos,Federal Mexico - Acapulco 10 3 de Mayo,Cuernavaca,Morelos,Mexico,?,62790,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,09:00-17:00,Mon;Tue;Wed;Thu;Fri,none,cash,U1123,1,2,0
135066,22.16835,-100.972466,0101000020957F000013696871A24558C11EE432FB04A14B41,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,SLP,Mexico,?,78038,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar_Pub_Brewery,09:00-13:00,Sat,yes,VISA,U1123,1,2,1
135034,22.140517000000003,-101.021422,0101000020957F000026D92BB4894858C161A7552DA2B04B41,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,00:00-23:30,Sun,yes,MasterCard-Eurocard,U1123,1,1,1
135060,22.156882999999997,-100.97848499999999,0101000020957F00004C95C918394758C17A5C44896AA34B41,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,?,78310,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Contemporary,11:00-21:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1123,1,2,1
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,SLP,Mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,f,closed,none,Seafood,11:00-21:00,Sat,none,cash,U1123,1,1,1
135108,22.136253399999998,-100.93358520000001,0101000020957F00008FAE40D59E4B58C112C66046D5974B41,Potzocalli,Carretera Central Sn,San Luis Potosi,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar,11:00-21:00,Sun,none,VISA,U1021,2,2,1
135074,22.149689000000002,-100.999525,0101000020957F0000CDA37BD8BD4758C1F4FBE3D2D7A94B41,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Pizzeria,07:00-00:00,Mon;Tue;Wed;Thu;Fri,yes,MasterCard-Eurocard,U1026,2,2,2
135018,18.859803,-99.222164,0101000020957F0000C015D38251795AC1D8D396893A554A41,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,?,?,Full_Bar,permitted,informal,completely,medium,eloceanodorado.com,familiar,f,open,variety,Bar,07:00-00:00,Sat,none,cash,U1021,2,2,2
135064,22.154687,-100.996617,0101000020957F0000245028A70E4758C18E383571B7A84B41,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,Mexico,?,78740,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none,Bar,07:00-00:00,Sun,yes,cash,U1021,2,2,1
135038,22.155651000000002,-100.977767,0101000020957F0000506149736E4758C1A8BC93DA48A34B41,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,13:00-20:00,Mon;Tue;Wed;Thu;Fri,yes,VISA,U1044,0,0,0
135081,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Seafood,13:00-20:00,Sat,yes,MasterCard-Eurocard,U1083,2,2,2
132723,22.1489337,-101.01984499999999,0101000020957F0000B366C9254B4758C191987F9CAEAF4B41,Gordas de morales,?,?,San Luis Potosi,Mexico,?,?,Full_Bar,section,informal,completely,medium,?,familiar,f,closed,none,Cafeteria,13:00-20:00,Sun,yes,cash,U1083,1,1,1
135051,22.151189000000002,-100.977058,0101000020957F0000D6537C4C224858C1DED7F6EB58A34B41,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,low,?,familiar,f,closed,none,Fast_Food,09:00-16:00,Mon;Tue;Wed;Thu;Fri,none,VISA,U1083,2,2,1
135021,18.933537,-99.222497,0101000020957F00005645259D836D5AC11EF994E27F514A41,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,?,62290,No_Alcohol_Served,not permitted,informal,no_accessibility,low,?,familiar,t,closed,none,Pizzeria,00:00-00:00,Sat,none,MasterCard-Eurocard,U1108,2,2,2
135052,22.150980999999998,-100.977412,0101000020957F0000B72147F1274858C189A406ED75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,?,78000,Full_Bar,none,informal,no_accessibility,high,lacantinaslp.com,familiar,f,closed,none,Bar,00:00-00:00,Sun,none,American_Express,U1108,1,2,1
132845,22.1262926,-100.90077640000001,0101000020957F0000B230F8670C4E58C1D590A2700F8F4B41,Cenaduria El RincÃ³n de Tlaquepaque,av. seminario,san luis potosi,san luis potosi,mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar_Pub_Brewery,08:00-23:00,Mon;Tue;Wed;Thu;Fri,none,cash,U1108,2,2,1
135011,18.910610000000002,-99.169539,0101000020957F0000A68C31737C725AC1A6E234AE90424A41,Los Vikingos,36 Sur Civac,Jiutepec,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,t,closed,none,Seafood,08:00-23:00,Sat,yes,American_Express,U1108,1,1,1
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar,08:00-23:00,Sun,yes,cash,U1108,1,2,1
135026,22.148665,-101.001273,0101000020957F0000C75F8790D94758C1FF8BCA0567AA4B41,la Cantina,Capitan Caldera No. 420 Tequisqueapan,San Luis Potosi,SLP,Mexico,?,78250,Full_Bar,none,informal,no_accessibility,high,lacantinaslp.com,familiar,f,closed,none,Fast_Food,00:00-00:00,Mon;Tue;Wed;Thu;Fri,none,VISA,U1108,2,1,2
132884,22.139577600000003,-101.0278863,0101000020957F00001FAA108A804858C1712EE37088B24B41,dairy queen,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Chinese,00:00-00:00,Sat,yes,MasterCard-Eurocard,U1108,1,1,0
135016,18.869347,-99.209944,0101000020957F0000FC8866CF17785AC14CD7055B02514A41,Arrachela Grill,69 Tres De Mayo,Cuernavaca,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Fast_Food,00:00-00:00,Sun,yes,cash,U1108,2,2,2
135104,23.752982100000004,-99.16843409999998,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,?,?,?,?,?,?,Full_Bar,not permitted,informal,completely,medium,?,familiar,t,closed,variety,Pizzeria,11:00-23:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1108,1,2,1
132630,23.752930499999998,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Chinese,11:00-23:00,Sat,none,VISA,U1108,1,1,1
135047,22.150921,-100.99382800000001,0101000020957F00009C7617FBB54758C1260D663225A84B41,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,SLP,Mexico,?,78310,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar,11:00-23:00,Sun,none,MasterCard-Eurocard,U1012,1,1,2
132951,22.1544736,-100.98580909999998,0101000020957F0000BAC859A0634758C1C3E84FCAA5A54B41,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,casual,completely,low,?,familiar,f,closed,none,Cafeteria,10:00-18:00,Mon;Tue;Wed;Thu;Fri,public,American_Express,U1012,2,2,2
132665,23.736797699999997,-99.1342413,0101000020957F00007AED0830FC8457C122F85F7B84464941,TACOS CORRECAMINOS,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Seafood,10:00-18:00,Sat,yes,cash,U1012,2,2,2
135044,22.141848,-100.997475,0101000020957F0000C8B62F9EFF4858C14FA6C296B9A94B41,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,SLP,Mexico,?,78240,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,10:00-18:00,Sun,none,cash,U1093,2,2,2
135035,22.145813,-101.01803199999999,0101000020957F00004DDB874CD24758C1F29E91E259AF4B41,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar,14:00-23:30,Mon;Tue;Wed;Thu;Fri,none,VISA,U1093,2,2,2
135071,22.126375,-100.910926,0101000020957F0000E3A742BFC14D58C1F4E529A7F3914B41,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78396,Full_Bar,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Italian,14:00-23:30,Sat,none,MasterCard-Eurocard,U1093,2,2,2
132834,22.156469,-100.98554,0101000020957F00007768135A174758C155D318CB73A54B41,Gorditas Doa Gloria,sevilla y olmedo 715 a,san luis potosi,san luis potosi,mexico,?,78349,No_Alcohol_Served,not permitted,casual,no_accessibility,low,?,familiar,f,closed,none,Japanese,14:00-23:30,Sun,none,cash,U1093,2,2,1
