placeID,parking_lot,Rpayment,hours,days,Rcuisine,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services,userID,rating,food_rating,service_rating
132012,public,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,public,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,public,Diners_Club,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,public,Diners_Club,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,public,Diners_Club,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,public,Diners_Club,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,Visa,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,American_Express,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,bank_debit_cards,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sun,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sat,French,,,,,,,,,,,,,
132012,street,Diners_Club,12:00-22:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132013,,,,,International,,,,,,,,,,,,,
132014,,,,,Dutch-Belgian,,,,,,,,,,,,,
132015,,,,,Dutch-Belgian,,,,,,,,,,,,,
132016,,,,,International,,,,,,,,,,,,,
132017,,,,,Dutch-Belgian,,,,,,,,,,,,,
132018,,,,,Dutch-Belgian,,,,,,,,,,,,,
132019,,MasterCard-Eurocard,,,Dutch-Belgian,,,,,,,,,,,,,
132019,,Visa,,,Dutch-Belgian,,,,,,,,,,,,,
132019,,American_Express,,,Dutch-Belgian,,,,,,,,,,,,,
132019,,Diners_Club,,,Dutch-Belgian,,,,,,,,,,,,,
132020,,,,,International,,,,,,,,,,,,,
132021,,,,,Dutch-Belgian,,,,,,,,,,,,,
132022,,,,,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,fee,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,American_Express,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,Japan_Credit_Bureau,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,bank_debit_cards,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sat,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sun,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132023,public,Diners_Club,11:00-00:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,Visa,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,American_Express,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,bank_debit_cards,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sun,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sun,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Mon;Tue;Wed;Thu;Fri,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sat,Seafood,,,,,,,,,,,,,
132024,street,Diners_Club,11:00-21:00,Sat,Continental-European,,,,,,,,,,,,,
132025,,,,,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,Visa,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,Visa,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,American_Express,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,American_Express,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,bank_debit_cards,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,bank_debit_cards,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,Diners_Club,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132026,fee,Diners_Club,12:00-14:30,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132028,,,,,Italian,,,,,,,,,,,,,
132028,,,,,Seafood,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sun,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sun,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Mon;Tue;Wed;Thu;Fri,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Mon;Tue;Wed;Thu;Fri,Dutch-Belgian,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sat,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sat,French,,,,,,,,,,,,,
132030,street,Visa,12:00-15:00;15:00-21:00,Sat,Dutch-Belgian,,,,,,,,,,,,,
132030,street,American_Express,12:00-15:00;15:00-21:00,Sun,French,,,,,,,,,,,,,
132030,street,American_Express,12:00-15:00;15:00-21:00,Sun,Dutch-Belgian,,,,,,,,,,,,,
132030,street,American_Express,12:00-15:00;15:00-21:00,Sun,French,,,,,,,,,,,,,
