placeID,Rpayment
132761,cash
132761,visa
132761,bank_debit_cards
132760,cash
132760,bank_debit_cards
132759,cash
132758,cash
132757,cash
132756,cash
132756,visa
132756,mastercard-eurocard
132756,american_express
132756,bank_debit_cards
132755,cash
132755,visa
132755,american_express
132755,bank_debit_cards
132754,cash
132753,cash
132752,cash
132751,cash
132751,bank_debit_cards
132750,cash
132750,bank_debit_cards
132749,cash
132748,cash
132747,cash
132747,visa
132747,mastercard-eurocard
132747,american_express
132747,bank_debit_cards
132746,cash
132745,cash
132744,cash
132743,cash
132742,cash
132741,cash
132740,cash
132739,cash
132738,cash
132737,cash
132736,cash
132736,visa
132736,mastercard-eurocard
132736,bank_debit_cards
132735,cash
132735,visa
132735,mastercard-eurocard
132735,bank_debit_cards
132734,cash
132734,visa
132734,mastercard-eurocard
132734,american_express
132733,cash
132733,visa
132733,mastercard-eurocard
132733,bank_debit_cards
132732,cash
132731,cash
132730,cash
132728,cash
132727,cash
132726,cash
132726,visa
132726,mastercard-eurocard
132726,bank_debit_cards
132725,cash
132724,cash
132724,visa
132724,mastercard-eurocard
132724,american_express
132724,bank_debit_cards
132723,cash
132723,visa
132722,cash
132721,cash
132720,cash
132720,visa
132720,mastercard-eurocard
132720,american_express
132720,bank_debit_cards
132719,cash
132718,cash
132717,cash
132716,cash
132715,cash
132714,cash
132713,cash
132712,cash
132711,cash
132710,cash
132709,cash
132708,cash
132707,cash
132706,cash
132706,visa
132705,cash
132704,cash
132703,cash
132702,cash
132701,cash
132700,cash
132700,visa
132700,mastercard-eurocard
132700,american_express
132699,cash
132699,visa
132699,mastercard-eurocard
132698,cash
132697,cash
132697,visa
132697,mastercard-eurocard
132697,american_express
132696,cash
132695,cash
132694,cash
132693,cash
132693,visa
132693,mastercard-eurocard
132693,american_express
132692,cash
132692,visa
132692,mastercard-eurocard
132692,american_express
132692,bank_debit_cards
132691,cash
132691,visa
132691,mastercard-eurocard
132691,american_express
132690,cash
132689,cash
132689,visa
132689,mastercard-eurocard
132689,american_express
132689,bank_debit_cards
132688,cash
132688,visa
132688,mastercard-eurocard
132688,american_express
132688,bank_debit_cards
132687,cash
132687,visa
132687,mastercard-eurocard
132687,american_express
132687,bank_debit_cards
132686,cash
132686,visa
132686,mastercard-eurocard
132686,american_express
132685,cash
132685,visa
132685,mastercard-eurocard
132685,american_express
132685,checks
132684,cash
132684,visa
132683,cash
132683,visa
132683,mastercard-eurocard
132682,cash
132682,visa
132682,mastercard-eurocard
132682,bank_debit_cards
132681,cash
132680,cash
132679,cash
132678,cash
132677,cash
132676,cash
132675,cash
132674,cash
132671,cash
132667,cash
132658,cash
132655,cash
132653,cash
132650,cash
132648,cash
132645,cash
132642,cash
132640,cash
132638,mastercard-eurocard
132636,cash
132635,mastercard-eurocard
132631,cash
132629,cash
132629,visa
132629,bank_debit_cards
132628,cash
132626,cash
132626,american_express
132625,cash
132625,visa
132625,bank_debit_cards
132625,checks
132624,cash
132624,visa
132624,bank_debit_cards
132623,visa
132623,bank_debit_cards
132622,cash
132621,cash
132620,cash
132619,cash
132619,visa
132619,mastercard-eurocard
132619,bank_debit_cards
132619,checks
132618,cash
132617,cash
132617,visa
132617,mastercard-eurocard
132617,bank_debit_cards
132616,cash
132615,cash
132614,cash
132613,cash
132612,cash
132612,visa
132611,cash
132610,cash
132609,cash
132608,cash
132607,cash
132606,cash
132606,american_express
132605,cash
132604,cash
132603,cash
132602,cash
132601,cash
132600,cash
132599,cash
132598,cash
132598,bank_debit_cards
132597,cash
132596,cash
132595,cash
132594,cash
132593,cash
132592,cash
132592,visa
132592,mastercard-eurocard
132592,american_express
132592,bank_debit_cards
132592,checks
132592,diners_club
132591,cash
132591,visa
132591,mastercard-eurocard
132590,cash
132589,cash
132589,visa
132589,mastercard-eurocard
132588,cash
132587,cash
132586,cash
132585,cash
132585,visa
132585,mastercard-eurocard
132584,cash
132583,cash
132583,visa
132583,mastercard-eurocard
132583,bank_debit_cards
132582,cash
132582,visa
132581,cash
132580,cash
132578,cash
132577,cash
132577,visa
132577,mastercard-eurocard
132576,cash
132576,visa
132576,mastercard-eurocard
132575,cash
132575,visa
132575,american_express
132575,bank_debit_cards
132574,cash
132574,visa
132574,mastercard-eurocard
132573,cash
132573,visa
132572,cash
132560,cash
132545,visa
132545,american_express
132545,bank_debit_cards
132545,diners_club
132544,visa
132544,japan_credit_bureau
132544,american_express
132544,diners_club
132537,visa
132535,visa
132535,american_express
132535,bank_debit_cards
132535,diners_club
132533,mastercard-eurocard
132533,american_express
132531,visa
132531,bank_debit_cards
132530,visa
132530,american_express
132530,bank_debit_cards
132530,diners_club
132527,visa
132527,american_express
132527,gift_certificates
132527,bank_debit_cards
132527,diners_club
132521,visa
132521,american_express
132521,bank_debit_cards
132521,diners_club
132518,american_express
132509,mastercard-eurocard
132509,visa
132509,american_express
132509,diners_club
132493,mastercard-eurocard
132493,visa
132493,american_express
132488,american_express
132483,mastercard-eurocard
132483,visa
132482,mastercard-eurocard
132482,visa
132482,american_express
132458,american_express
132449,bank_debit_cards
132446,visa
132446,american_express
132446,bank_debit_cards
132445,diners_club
132444,mastercard-eurocard
132444,visa
132444,american_express
132444,diners_club
132443,visa
132443,american_express
132443,bank_debit_cards
132442,visa
132442,american_express
132442,bank_debit_cards
132439,visa
132439,bank_debit_cards
132438,visa
132438,bank_debit_cards
132437,visa
132437,bank_debit_cards
132436,visa
132436,american_express
132436,bank_debit_cards
132436,diners_club
132432,mastercard-eurocard
132432,visa
132419,mastercard-eurocard
132417,discover
132414,mastercard-eurocard
132414,visa
132414,american_express
132414,diners_club
132413,mastercard-eurocard
132413,discover
132413,visa
132413,american_express
132413,diners_club
132409,visa
132409,american_express
132409,bank_debit_cards
132409,diners_club
132407,bank_debit_cards
132399,visa
132399,american_express
132399,bank_debit_cards
132396,visa
132396,american_express
132396,gift_certificates
132396,japan_credit_bureau
132396,bank_debit_cards
132396,diners_club
132392,mastercard-eurocard
132392,visa
132392,american_express
132392,diners_club
132387,mastercard-eurocard
132387,visa
132367,mastercard-eurocard
132367,visa
132367,american_express
132367,diners_club
132364,visa
132364,diners_club
132361,visa
132361,american_express
132361,diners_club
132355,mastercard-eurocard
132355,visa
132355,bank_debit_cards
132353,visa
132353,american_express
132348,mastercard-eurocard
132348,visa
132347,mastercard-eurocard
132347,visa
132347,american_express
132347,diners_club
132346,visa
132344,visa
132343,mastercard-eurocard
132343,visa
132343,american_express
132343,diners_club
132342,mastercard-eurocard
132342,visa
132341,american_express
132336,discover
132333,mastercard-eurocard
132333,discover
132333,visa
132319,visa
132319,american_express
132319,bank_debit_cards
132319,diners_club
132318,visa
132318,american_express
132302,mastercard-eurocard
132302,discover
132302,visa
132302,american_express
132302,carte_blanche
132302,diners_club
132297,visa
132297,american_express
132296,visa
132296,american_express
132296,bank_debit_cards
132293,mastercard-eurocard
132293,visa
132293,american_express
132289,mastercard-eurocard
132289,discover
132289,visa
132289,american_express
132289,gift_certificates
132289,bank_debit_cards
132289,carte_blanche
132289,diners_club
132275,american_express
132246,mastercard-eurocard
132244,mastercard-eurocard
132244,checks
132244,visa
132244,american_express
132244,bank_debit_cards
132244,diners_club
132243,mastercard-eurocard
132243,discover
132243,visa
132243,american_express
132243,carte_blanche
132243,diners_club
132237,mastercard-eurocard
132237,discover
132237,visa
132233,mastercard-eurocard
132233,visa
132232,mastercard-eurocard
132232,visa
132231,mastercard-eurocard
132231,discover
132231,visa
132231,american_express
132231,gift_certificates
132231,carte_blanche
132231,diners_club
132230,mastercard-eurocard
132230,visa
132230,american_express
132229,american_express
132228,mastercard-eurocard
132221,american_express
132220,visa
132215,mastercard-eurocard
132215,visa
132213,mastercard-eurocard
132213,visa
132213,american_express
132213,diners_club
132212,mastercard-eurocard
132212,visa
132212,american_express
132212,diners_club
132211,mastercard-eurocard
132211,visa
132211,american_express
132211,diners_club
132207,visa
132207,bank_debit_cards
132206,visa
132206,american_express
132206,bank_debit_cards
132204,visa
132204,american_express
132204,bank_debit_cards
132201,mastercard-eurocard
132201,visa
132187,mastercard-eurocard
132187,visa
132187,american_express
132187,japan_credit_bureau
132187,bank_debit_cards
132187,carte_blanche
132187,diners_club
132184,mastercard-eurocard
132184,visa
132182,mastercard-eurocard
132182,visa
132182,american_express
132177,mastercard-eurocard
132177,visa
132166,bank_debit_cards
132165,visa
132165,american_express
132165,bank_debit_cards
132164,visa
132164,american_express
132164,bank_debit_cards
132163,bank_debit_cards
132161,gift_certificates
132161,bank_debit_cards
132160,visa
132160,bank_debit_cards
132159,visa
132159,american_express
132159,japan_credit_bureau
132159,bank_debit_cards
132159,diners_club
132155,bank_debit_cards
132130,visa
132116,american_express
132115,american_express
132111,mastercard-eurocard
132111,visa
132111,american_express
132111,bank_debit_cards
132111,diners_club
132109,mastercard-eurocard
132109,visa
132109,american_express
132107,visa
132107,american_express
132107,bank_debit_cards
132107,diners_club
132106,mastercard-eurocard
132106,visa
132106,american_express
132106,diners_club
132103,american_express
132031,mastercard-eurocard
132031,checks
132031,discover
132031,visa
132031,gift_certificates
132031,bank_debit_cards
132030,visa
132030,american_express
132030,gift_certificates
132030,bank_debit_cards
132030,diners_club
132026,visa
132026,american_express
132026,bank_debit_cards
132026,diners_club
132024,visa
132024,american_express
132024,bank_debit_cards
132024,diners_club
132023,american_express
132023,japan_credit_bureau
132023,bank_debit_cards
132023,diners_club
132019,mastercard-eurocard
132019,visa
132019,american_express
132019,diners_club
132012,visa
132012,american_express
132012,bank_debit_cards
132012,diners_club
132002,mastercard-eurocard
132002,visa
132002,american_express
132002,diners_club
