placeID,hours,days
135057,13:00-23:00,mon;tue;wed;thu;fri
135057,13:00-23:00,sat
135057,13:00-23:00,sun
135056,00:00-00:00,mon;tue;wed;thu;fri
135056,00:00-00:00,sat
135056,00:00-00:00,sun
135055,14:00-22:00,mon;tue;wed;thu;fri
135055,14:00-22:00,sat
135055,14:00-20:30,sun
135054,07:00-19:00,mon;tue;wed;thu;fri
135054,07:00-19:00,sat
135054,07:00-19:00,sun
135053,11:00-22:00,mon;tue;wed;thu;fri
135053,11:00-22:00,sat
135053,11:00-22:00,sun
135052,08:00-23:30,mon;tue;wed;thu;fri
135052,08:00-23:30,sat
135052,08:00-23:30,sun
135051,08:00-23:30,mon;tue;wed;thu;fri
135051,08:00-23:30,sat
135051,00:00-00:00,sun
135050,12:00-19:30,mon;tue;wed;thu;fri
135050,12:00-19:30,sat
135050,12:00-19:30,sun
135049,12:00-20:00,mon;tue;wed;thu;fri
135049,12:00-20:00,sat
135049,12:00-20:00,sun
135048,11:00-22:30,mon;tue;wed;thu;fri
135048,11:00-22:30,sat
135048,11:00-22:30,sun
135047,08:00-23:30,mon;tue;wed;thu;fri
135047,08:00-23:30,sat
135047,08:00-22:00,sun
135046,08:30-21:00,mon;tue;wed;thu;fri
135046,08:30-21:00,sat
135046,08:30-21:00,sun
135045,13:00-23:30,mon;tue;wed;thu;fri
135045,13:00-23:30,sat
135045,13:00-19:00,sun
135044,13:00-22:30,mon;tue;wed;thu;fri
135044,13:00-22:30,sat
135044,13:00-22:30,sun
135043,00:00-00:00,mon;tue;wed;thu;fri
135043,00:00-00:00,sat
135043,00:00-00:00,sun
135042,11:00-21:30,mon;tue;wed;thu;fri
135042,11:00-21:30,sat
135042,11:00-21:30,sun
135041,00:00-00:00,mon;tue;wed;thu;fri
135041,00:00-00:00,sat
135041,00:00-00:00,sun
135040,08:00-23:30,mon;tue;wed;thu;fri
135040,08:00-23:30,sat
135040,08:00-23:30,sun
135039,10:00-20:00,mon;tue;wed;thu;fri
135039,10:00-20:00,sat
135039,10:00-20:00,sun
135038,08:00-17:00,mon;tue;wed;thu;fri
135038,08:00-17:00,sat
135038,00:00-00:00,sun
135037,13:30-22:00,mon;tue;wed;thu;fri
135037,13:30-22:00,sat
135037,13:30-22:00,sun
135036,12:00-23:30,mon;tue;wed;thu;fri
135036,12:00-23:30,sat
135036,12:00-23:30,sun
135035,13:30-23:30,mon;tue;wed;thu;fri
135035,13:30-23:30,sat
135035,13:30-18:30,sun
135034,13:30-23:00,mon;tue;wed;thu;fri
135034,13:30-23:00,sat
135034,13:30-19:00,sun
135033,09:00-21:00,mon;tue;wed;thu;fri
135033,09:00-21:00,sat
135033,09:00-21:00,sun
135032,07:00-23:30,mon;tue;wed;thu;fri
135032,07:00-23:30,sat
135032,07:00-23:30,sun
135031,07:00-19:00,mon;tue;wed;thu;fri
135031,07:00-19:00,sat
135031,07:00-19:00,sun
135030,00:00-00:00,mon;tue;wed;thu;fri
135030,00:00-00:00,sat
135030,00:00-00:00,sun
135029,13:00-22:00,mon;tue;wed;thu;fri
135029,13:00-22:00,sat
135029,13:00-22:00,sun
135028,13:00-23:30,mon;tue;wed;thu;fri
135028,13:00-23:30,sat
135028,13:00-19:00,sun
135027,08:00-22:00,mon;tue;wed;thu;fri
135027,08:00-23:00,sat
135027,08:00-19:00,sun
135026,13:30-23:30,mon;tue;wed;thu;fri
135026,13:30-23:30,sat
135026,00:00-00:00,sun
135025,18:00-23:30,mon;tue;wed;thu;fri
135025,14:00-23:30,sat
135025,00:00-00:00,sun
135024,00:00-00:00,mon;tue;wed;thu;fri
135024,00:00-00:00,sat
135024,00:00-00:00,sun
135023,00:00-00:00,mon;tue;wed;thu;fri
135023,00:00-00:00,sat
135023,00:00-00:00,sun
135022,00:00-00:00,mon;tue;wed;thu;fri
135022,00:00-00:00,sat
135022,00:00-00:00,sun
135021,00:00-23:30,mon;tue;wed;thu;fri
135021,00:00-23:30,sat
135021,00:00-23:30,sun
135020,08:00-21:00,mon;tue;wed;thu;fri
135020,08:00-21:00,sat
135020,08:00-21:00,sun
135019,00:00-00:00,mon;tue;wed;thu;fri
135019,00:00-00:00,sat
135019,00:00-00:00,sun
135018,00:00-00:00,mon;tue;wed;thu;fri
135018,00:00-00:00,sat
135018,00:00-00:00,sun
135017,00:00-00:00,mon;tue;wed;thu;fri
135017,00:00-00:00,sat
135017,00:00-00:00,sun
135016,00:00-00:00,mon;tue;wed;thu;fri
135016,00:00-00:00,sat
135016,00:00-00:00,sun
135015,00:00-00:00,mon;tue;wed;thu;fri
135015,00:00-00:00,sat
135015,00:00-00:00,sun
135014,00:00-00:00,mon;tue;wed;thu;fri
135014,00:00-00:00,sat
135014,00:00-00:00,sun
135013,13:00-22:00,mon;tue;wed;thu;fri
135013,00:00-00:00,sat
135013,00:00-00:00,sun
135012,00:00-00:00,mon;tue;wed;thu;fri
135012,00:00-00:00,sat
135012,00:00-00:00,sun
135011,00:00-00:00,mon;tue;wed;thu;fri
135011,00:00-00:00,sat
135011,00:00-00:00,sun
135010,00:00-00:00,mon;tue;wed;thu;fri
135010,00:00-00:00,sat
135010,00:00-00:00,sun
135009,00:00-00:00,mon;tue;wed;thu;fri
135009,00:00-00:00,sat
135009,00:00-00:00,sun
135008,07:30-23:30,mon;tue;wed;thu;fri
135008,07:30-23:30,sat
135008,07:30-23:30,sun
135007,13:00-18:00,mon;tue;wed;thu;fri
135007,13:00-23:00,sat
135007,13:00-19:00,sun
135006,12:30-20:30,mon;tue;wed;thu;fri
135006,12:30-20:30,sat
135006,12:30-19:00,sun
135005,08:30-21:00,mon;tue;wed;thu;fri
135005,08:30-21:00,sat
135005,08:30-21:00,sun
135004,12:00-23:30,mon;tue;wed;thu;fri
135004,12:00-23:30,sat
135004,12:00-23:30,sun
135003,12:00-20:00,mon;tue;wed;thu;fri
135003,12:00-20:00,sat
135003,12:00-20:00,sun
135002,12:00-20:00,mon;tue;wed;thu;fri
135002,12:00-20:00,sat
135002,11:30-20:00,sun
135001,07:00-23:30,mon;tue;wed;thu;fri
135001,07:00-23:30,sat
135001,07:00-23:30,sun
135000,07:30-18:00,mon;tue;wed;thu;fri
135000,07:30-18:00,sat
135000,07:30-18:00,sun
134999,11:00-21:00,mon;tue;wed;thu;fri
134999,11:00-21:00,sat
134999,11:00-21:00,sun
134998,12:00-18:00,mon;tue;wed;thu;fri
134998,12:00-18:00,sat
134998,12:00-18:00,sun
134997,11:00-21:30,mon;tue;wed;thu;fri
134997,11:00-21:30,sat
134997,11:00-21:30,sun
134996,07:00-23:00,mon;tue;wed;thu;fri
134996,07:00-23:00,sat
134996,07:00-23:00,sun
134995,08:00-18:00,mon;tue;wed;thu;fri
134995,09:00-15:00,sat
134995,00:00-00:00,sun
134994,07:00-23:00,mon;tue;wed;thu;fri
134994,07:00-23:00,sat
134994,07:00-23:00,sun
134993,13:00-23:00,mon;tue;wed;thu;fri
134993,12:00-23:30,sat
134993,12:00-22:00,sun
134992,08:00-21:30,mon;tue;wed;thu;fri
134992,08:00-21:30,sat
134992,00:00-00:00,sun
134991,07:30-23:30,mon;tue;wed;thu;fri
134991,07:30-23:30,sat
134991,08:00-18:00,sun
134990,12:00-23:30,mon;tue;wed;thu;fri
134990,12:00-23:30,sat
134990,14:00-23:30,sun
134989,13:30-22:00,mon;tue;wed;thu;fri
134989,13:30-23:30,sat
134989,13:30-20:00,sun
134988,00:00-23:30,mon;tue;wed;thu;fri
134988,00:00-23:30,sat
134988,00:00-23:30,sun
134987,13:00-23:00,mon;tue;wed;thu;fri
134987,12:00-23:30,sat
134987,12:00-22:00,sun
134986,00:00-23:30,mon;tue;wed;thu;fri
134986,00:00-23:30,sat
134986,00:00-23:30,sun
134985,09:30-23:30,mon;tue;wed;thu;fri
134985,09:30-23:30,sat
134985,09:30-23:30,sun
134984,14:00-23:30,mon;tue;wed;thu;fri
134984,14:00-23:30,sat
134984,14:00-21:00,sun
134983,13:00-23:30,mon;tue;wed;thu;fri
134983,13:00-23:30,sat
134983,13:00-19:00,sun
134982,14:00-23:30,mon;tue;wed;thu;fri
134982,14:00-23:30,sat
134982,14:00-23:30,sun
134981,11:00-20:00,mon;tue;wed;thu;fri
134981,11:00-20:00,sat
134981,11:00-20:00,sun
134980,11:00-18:00,mon;tue;wed;thu;fri
134980,11:00-18:00,sat
134980,11:00-18:00,sun
134979,11:00-20:00,mon;tue;wed;thu;fri
134979,11:00-20:00,sat
134979,11:00-20:00,sun
134978,14:00-22:00,mon;tue;wed;thu;fri
134978,14:00-22:00,sat
134978,14:00-18:00,sun
134977,13:00-22:00,mon;tue;wed;thu;fri
134977,13:00-22:00,sat
134977,13:00-22:00,sun
134975,08:00-23:30,mon;tue;wed;thu;fri
134975,08:00-23:30,sat
134975,08:00-20:00,sun
134974,13:00-22:00,mon;tue;wed;thu;fri
134974,13:00-22:00,sat
134974,13:00-22:00,sun
134973,08:00-21:00,mon;tue;wed;thu;fri
134973,08:00-21:00,sat
134973,09:00-17:00,sun
134972,07:00-23:00,mon;tue;wed;thu;fri
134972,07:00-23:00,sat
134972,07:00-23:00,sun
134971,14:00-23:00,mon;tue;wed;thu;fri
134971,14:00-23:00,sat
134971,14:00-23:00,sun
134970,08:00-23:00,mon;tue;wed;thu;fri
134970,08:00-23:00,sat
134970,08:00-23:00,sun
133049,09:00-16:00,mon;tue;wed;thu;fri
133049,10:00-15:00,sat
133049,10:00-16:00,sun
133048,09:00-17:00,mon;tue;wed;thu;fri
133048,09:00-17:00,sat
133048,10:00-03:30,sun
133047,06:00-23:30,mon;tue;wed;thu;fri
133047,02:00-23:30,sat
133047,04:00-23:30,sun
133043,07:00-22:00,mon;tue;wed;thu;fri
133043,07:00-22:00,sat
133043,07:00-22:00,sun
133042,00:00-23:30,mon;tue;wed;thu;fri
133042,00:00-23:30,sat
133042,00:00-23:30,sun
133041,00:00-23:30,mon;tue;wed;thu;fri
133041,00:00-23:30,sat
133041,00:00-23:30,sun
133040,00:00-23:30,mon;tue;wed;thu;fri
133040,00:00-23:30,sat
133040,00:00-23:30,sun
133039,11:00-23:30,mon;tue;wed;thu;fri
133039,11:00-23:30,sat
133039,11:00-23:30,sun
133038,10:00-23:30,mon;tue;wed;thu;fri
133038,10:30-23:30,sat
133038,10:30-23:30,sun
133037,00:00-23:30,mon;tue;wed;thu;fri
133037,00:00-23:30,sat
133037,00:00-23:30,sun
133036,10:30-23:30,mon;tue;wed;thu;fri
133036,10:30-23:30,sat
133036,10:30-23:30,sun
133035,12:00-17:00,mon;tue;wed;thu;fri
133035,12:00-17:00,sat
133035,12:00-19:00,sun
133034,00:00-23:30,mon;tue;wed;thu;fri
133034,00:00-23:30,sat
133034,00:00-23:30,sun
133033,11:00-23:30,mon;tue;wed;thu;fri
133033,11:00-23:30,sat
133033,11:00-23:30,sun
133032,00:00-23:30,mon;tue;wed;thu;fri
133032,00:00-23:30,sat
133032,00:00-23:30,sun
133031,00:00-23:30,mon;tue;wed;thu;fri
133031,00:00-23:30,sat
133031,00:00-23:30,sun
133030,09:00-22:00,mon;tue;wed;thu;fri
133030,09:00-23:30,sat
133030,09:00-20:00,sun
133029,13:00-23:30,mon;tue;wed;thu;fri
133029,13:00-23:30,sat
133029,15:00-23:30,sun
133028,00:00-23:30,mon;tue;wed;thu;fri
133028,00:00-23:30,sat
133028,00:00-23:30,sun
133027,10:00-21:30,mon;tue;wed;thu;fri
133027,10:00-23:00,sat
133027,10:00-23:00,sun
133026,14:30-20:00,mon;tue;wed;thu;fri
133026,14:00-20:30,sat
133026,14:00-20:30,sun
133025,00:00-23:30,mon;tue;wed;thu;fri
133025,00:00-23:30,sat
133025,00:00-23:30,sun
133024,00:00-23:30,mon;tue;wed;thu;fri
133024,00:00-23:30,sat
133024,00:00-23:30,sun
133023,00:00-23:30,mon;tue;wed;thu;fri
133023,00:00-23:30,sat
133023,00:00-23:30,sun
133022,00:00-23:30,mon;tue;wed;thu;fri
133022,00:00-23:30,sat
133022,00:00-23:30,sun
133021,00:00-23:30,mon;tue;wed;thu;fri
133021,00:00-23:30,sat
133021,00:00-23:30,sun
133020,18:30-23:30,mon;tue;wed;thu;fri
133020,17:00-23:30,sat
133020,17:00-23:30,sun
133019,00:00-23:30,mon;tue;wed;thu;fri
133019,00:00-23:30,sat
133019,00:00-23:30,sun
133018,00:00-23:30,mon;tue;wed;thu;fri
133018,00:00-23:30,sat
133018,00:00-23:30,sun
133017,00:00-23:30,mon;tue;wed;thu;fri
133017,00:00-23:30,sat
133017,00:00-23:30,sun
133016,00:00-23:30,mon;tue;wed;thu;fri
133016,00:00-23:30,sat
133016,00:00-23:30,sun
133015,00:00-23:30,mon;tue;wed;thu;fri
133015,00:00-23:30,sat
133015,00:00-23:30,sun
133014,00:00-23:30,mon;tue;wed;thu;fri
133014,00:00-23:30,sat
133014,00:00-23:30,sun
133013,00:00-23:30,mon;tue;wed;thu;fri
133013,00:00-23:30,sat
133013,00:00-23:30,sun
133012,00:00-23:30,mon;tue;wed;thu;fri
133012,00:00-23:30,sat
133012,00:00-23:30,sun
133011,00:00-23:30,mon;tue;wed;thu;fri
133011,00:00-23:30,sat
133011,00:00-23:30,sun
133010,00:00-23:30,mon;tue;wed;thu;fri
133010,00:00-23:30,sat
133010,00:00-23:30,sun
133009,10:00-18:00,mon;tue;wed;thu;fri
133009,10:00-20:30,sat
133009,10:00-15:30,sun
133008,14:00-23:30,mon;tue;wed;thu;fri
133008,15:00-23:30,sat
133008,00:00-00:00,sun
133007,11:00-19:30,mon;tue;wed;thu;fri
133007,12:30-21:30,sat
133007,13:30-20:30,sun
133006,00:00-23:30,mon;tue;wed;thu;fri
133006,00:00-23:30,sat
133006,00:00-23:30,sun
133005,00:00-23:30,mon;tue;wed;thu;fri
133005,00:00-23:30,sat
133005,00:00-23:30,sun
133004,00:00-23:30,mon;tue;wed;thu;fri
133004,00:00-23:30,sat
133004,00:00-23:30,sun
133003,00:00-23:30,mon;tue;wed;thu;fri
133003,00:00-23:30,sat
133003,00:00-23:30,sun
133002,00:00-23:30,mon;tue;wed;thu;fri
133002,00:00-23:30,sat
133002,00:00-23:30,sun
133001,00:00-23:30,mon;tue;wed;thu;fri
133001,00:00-23:30,sat
133001,00:00-23:30,sun
133000,00:00-23:30,mon;tue;wed;thu;fri
133000,00:00-23:30,sat
133000,00:00-23:30,sun
132999,00:00-23:30,mon;tue;wed;thu;fri
132999,00:00-23:30,sat
132999,00:00-23:30,sun
132998,00:00-23:30,mon;tue;wed;thu;fri
132998,00:00-23:30,sat
132998,00:00-23:30,sun
132997,00:00-23:30,mon;tue;wed;thu;fri
132997,00:00-23:30,sat
132997,00:00-23:30,sun
132996,08:00-19:00,mon;tue;wed;thu;fri
132996,08:00-19:00,sat
132996,08:00-14:00,sun
132995,21:00-23:30,mon;tue;wed;thu;fri
132995,21:00-23:30,sat
132995,21:00-23:30,sun
132994,21:00-23:30,mon;tue;wed;thu;fri
132994,21:00-23:30,sat
132994,21:00-23:30,sun
132993,18:00-23:30,mon;tue;wed;thu;fri
132993,18:00-23:30,sat
132993,18:00-23:30,sun
132992,00:00-23:30,mon;tue;wed;thu;fri
132992,00:00-23:30,sat
132992,00:00-23:30,sun
132986,00:00-00:00,mon;tue;wed;thu;fri
132986,00:00-00:00,sat
132986,08:00-11:00,sun
132985,00:00-00:00,mon;tue;wed;thu;fri
132985,00:00-00:00,sat
132985,08:00-11:00,sun
132984,21:00-01:00,mon;tue;wed;thu;fri
132984,21:00-01:00,sat
132984,21:00-00:00,sun
132983,21:00-01:00,mon;tue;wed;thu;fri
132983,21:00-01:00,sat
132983,21:00-00:00,sun
132982,21:00-01:00,mon;tue;wed;thu;fri
132982,21:00-01:00,sat
132982,21:00-00:00,sun
132981,21:00-01:00,mon;tue;wed;thu;fri
132981,21:00-01:00,sat
132981,21:00-00:00,sun
132980,00:00-00:00,mon;tue;wed;thu;fri
132980,00:00-00:00,sat
132980,08:00-11:00,sun
132979,21:00-01:00,mon;tue;wed;thu;fri
132979,21:00-01:00,sat
132979,21:00-00:00,sun
132978,21:00-01:00,mon;tue;wed;thu;fri
132978,21:00-01:00,sat
132978,21:00-00:00,sun
132977,21:00-01:00,mon;tue;wed;thu;fri
132977,21:00-01:00,sat
132977,21:00-00:00,sun
132976,21:00-01:00,mon;tue;wed;thu;fri
132976,21:00-01:00,sat
132976,21:00-00:00,sun
132975,21:00-01:00,mon;tue;wed;thu;fri
132975,21:00-01:00,sat
132975,21:00-00:00,sun
132974,21:00-01:00,mon;tue;wed;thu;fri
132974,21:00-01:00,sat
132974,21:00-00:00,sun
132973,21:00-01:30,mon;tue;wed;thu;fri
132973,20:00-01:00,sat
132973,20:00-00:30,sun
132972,19:00-01:00,mon;tue;wed;thu;fri
132972,19:00-02:00,sat
132972,19:00-02:00,sun
132971,08:00-18:00,sat
132971,08:00-19:00,mon;tue;wed;thu;fri
132971,08:00-17:00,sun
132970,20:00-01:00,mon;tue;wed;thu;fri
132970,20:00-03:30,sat
132970,20:00-02:00,sun
132969,15:00-23:30,mon;tue;wed;thu;fri
132969,15:00-23:30,sat
132969,15:00-23:30,sun
132968,15:00-23:30,mon;tue;wed;thu;fri
132968,15:00-23:30,sat
132968,15:00-23:30,sun
132967,21:00-03:00,mon;tue;wed;thu;fri
132967,21:00-03:00,sat
132967,21:00-03:00,sun
132966,15:00-03:00,mon;tue;wed;thu;fri
132966,15:00-03:00,sat
132966,17:00-03:00,sun
132965,17:00-03:00,mon;tue;wed;thu;fri
132965,17:00-03:00,sat
132965,17:00-03:00,sun
132964,12:00-23:30,mon;tue;wed;thu;fri
132964,12:00-23:30,sat
132964,12:00-23:30,sun
132963,10:00-22:00,mon;tue;wed;thu;fri
132963,10:00-22:00,sat
132963,10:00-22:00,sun
132962,08:00-18:00,mon;tue;wed;thu;fri
132962,08:00-18:00,sat
132962,08:00-18:00,sun
132961,18:00-07:00,mon;tue;wed;thu;fri
132961,18:00-07:00,sat
132961,18:00-07:00,sun
132960,08:00-19:00,mon;tue;wed;thu;fri
132960,08:00-19:00,sat
132960,08:00-19:00,sun
132959,19:00-23:30,mon;tue;wed;thu;fri
132959,19:00-23:30,sat
132959,19:00-23:30,sun
132958,10:00-23:30,mon;tue;wed;thu;fri
132958,10:00-23:30,sat
132958,10:00-23:30,sun
132957,10:00-23:00,mon;tue;wed;thu;fri
132957,10:00-23:00,sat
132957,10:00-23:00,sun
132956,12:00-23:30,mon;tue;wed;thu;fri
132956,12:00-22:30,sat
132956,12:00-21:00,sun
132955,00:00-23:30,mon;tue;wed;thu;fri
132955,00:00-23:30,sat
132955,00:00-23:30,sun
132954,08:00-22:30,mon;tue;wed;thu;fri
132954,08:00-15:30,sat
132954,08:00-13:00,sun
132953,10:00-17:00,mon;tue;wed;thu;fri
132953,10:00-17:30,sat
132953,10:00-17:30,sun
132951,00:00-23:30,mon;tue;wed;thu;fri
132951,00:00-23:30,sat
132951,00:00-23:30,sun
132950,00:00-23:30,mon;tue;wed;thu;fri
132950,00:00-23:30,sat
132950,00:00-23:30,sun
132948,08:00-12:00,mon;tue;wed;thu;fri
132948,08:00-12:00,sat
132948,08:00-12:00,sun
132947,12:00-20:00,mon;tue;wed;thu;fri
132947,12:00-20:00,sat
132947,12:00-20:00,sun
132946,00:00-23:30,mon;tue;wed;thu;fri
132946,00:00-23:30,sat
132946,00:00-23:30,sun
132945,09:00-17:00,mon;tue;wed;thu;fri
132945,09:00-18:00,sat
132945,09:00-17:00,sun
132944,12:00-19:00,mon;tue;wed;thu;fri
132944,12:00-19:00,sat
132944,12:00-19:00,sun
132943,00:00-23:30,mon;tue;wed;thu;fri
132943,00:00-23:30,sat
132943,00:00-23:30,sun
132942,12:00-19:00,mon;tue;wed;thu;fri
132942,12:00-19:00,sat
132942,12:00-18:00,sun
132941,15:00-21:00,mon;tue;wed;thu;fri
132941,15:00-21:00,sat
132941,15:00-21:00,sun
132940,21:00-01:00,mon;tue;wed;thu;fri
132940,21:00-01:30,sat
132940,21:00-00:00,sun
132939,10:00-14:30,mon;tue;wed;thu;fri
132939,10:00-14:30,sat
132939,00:00-23:30,sun
132938,00:00-00:00,mon;tue;wed;thu;fri
132938,11:00-16:00,sat
132938,11:00-16:00,sun
132937,21:00-02:00,mon;tue;wed;thu;fri
132937,21:00-02:00,sat
132937,16:00-23:30,sun
132936,09:30-16:00,mon;tue;wed;thu;fri
132936,09:30-16:00,sat
132936,00:00-23:30,sun
132935,00:00-00:00,mon;tue;wed;thu;fri
132935,12:00-17:00,sat
132935,12:00-17:00,sun
132934,09:00-18:00,mon;tue;wed;thu;fri
132934,09:00-18:00,sat
132934,09:00-18:00,sun
132933,19:00-02:00,mon;tue;wed;thu;fri
132933,19:00-04:00,sat
132933,19:00-02:00,sun
132932,11:00-23:30,mon;tue;wed;thu;fri
132932,10:00-23:30,sat
132932,10:30-20:00,sun
132931,08:00-22:00,mon;tue;wed;thu;fri
132931,08:00-22:00,sat
132931,08:00-22:00,sun
132930,10:00-14:30,mon;tue;wed;thu;fri
132930,10:00-14:30,sat
132930,00:00-00:00,sun
132929,08:00-14:00,mon;tue;wed;thu;fri
132929,08:00-14:00,sat
132929,08:00-14:00,sun
132928,06:30-17:00,mon;tue;wed;thu;fri
132928,00:00-00:00,sat
132928,00:00-00:00,sun
132927,13:30-23:30,mon;tue;wed;thu;fri
132927,13:00-23:30,sat
132927,13:00-23:30,sun
132926,07:00-20:00,mon;tue;wed;thu;fri
132926,07:00-20:00,sat
132926,07:00-20:00,sun
132925,09:00-21:00,mon;tue;wed;thu;fri
132925,09:00-21:00,sat
132925,09:00-21:00,sun
132924,10:30-21:00,mon;tue;wed;thu;fri
132924,10:30-21:00,sat
132924,10:30-21:00,sun
132923,04:30-23:30,mon;tue;wed;thu;fri
132923,04:30-23:30,sat
132923,04:30-23:30,sun
132922,19:00-23:00,mon;tue;wed;thu;fri
132922,19:00-23:00,sat
132922,19:00-23:00,sun
132921,01:00-20:30,mon;tue;wed;thu;fri
132921,01:00-23:30,sat
132921,01:00-23:30,sun
132920,13:00-23:30,mon;tue;wed;thu;fri
132920,13:00-23:30,sat
132920,02:00-23:30,sun
132919,09:00-13:00,mon;tue;wed;thu;fri
132919,09:00-13:00,sat
132919,09:00-12:00,sun
132918,09:00-18:00,mon;tue;wed;thu;fri
132918,09:00-18:00,sat
