placeID,rating,food_rating,service_rating
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
135086,1,1,0
135086,1,1,1
135086,1,2,1
135086,0,0,0
135086,1,1,1
135086,0,0,0
135086,1,1,2
135086,0,0,0
135086,1,0,2
135086,2,0,1
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
134983,2,2,2
134983,0,0,1
134983,1,1,1
134983,0,0,0
134983,2,2,2
135042,2,1,2
135042,1,2,1
135042,1,1,0
135042,1,1,1
135042,2,2,2
135042,1,2,1
135042,2,1,2
135042,2,2,2
135042,2,2,2
135042,2,0,0
135042,1,2,2
135042,1,1,1
135042,0,1,0
135042,0,0,0
135042,0,0,0
135042,2,2,2
135042,1,1,1
135042,2,2,2
135042,0,0,0
135042,2,2,2
135042,2,1,2
135042,1,2,1
135042,1,1,0
135042,1,1,1
135042,2,2,2
135042,1,2,1
135042,2,1,2
135042,2,2,2
135042,2,2,2
135042,2,0,0
135042,1,2,2
135042,1,1,1
135042,0,1,0
135042,0,0,0
135042,0,0,0
135042,2,2,2
135042,1,1,1
135042,2,2,2
135042,0,0,0
135042,2,2,2
135042,2,1,2
135042,1,2,1
135042,1,1,0
135042,1,1,1
135042,2,2,2
135042,1,2,1
135042,2,1,2
135042,2,2,2
135042,2,2,2
135042,2,0,0
135042,1,2,2
135042,1,1,1
135042,0,1,0
135042,0,0,0
135042,0,0,0
135042,2,2,2
135042,1,1,1
135042,2,2,2
135042,0,0,0
135042,2,2,2
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
132768,1,1,1
132768,2,2,2
132768,0,0,0
132768,2,2,2
132768,1,2,1
132768,2,2,2
132768,2,2,2
132768,2,2,2
132768,2,2,1
132768,2,2,1
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135054,2,2,2
135054,1,2,1
135054,1,1,1
135054,0,0,0
135054,0,0,0
135054,0,0,1
135054,2,1,1
135054,1,1,1
135054,1,1,1
135054,2,1,2
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135053,2,2,0
135053,0,0,0
135053,0,0,0
135053,2,2,2
135053,0,0,0
135053,2,1,1
135053,2,2,2
135053,1,1,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135057,1,1,2
135057,1,2,2
135057,1,0,2
135057,2,2,2
135057,1,1,1
135057,1,1,0
135057,2,2,2
135057,0,1,0
135057,0,0,0
135057,1,1,2
135057,2,1,1
135057,2,2,2
135057,1,2,1
135057,2,2,2
135057,2,2,1
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135079,1,1,2
135079,2,2,2
135079,1,2,1
135079,2,2,2
135079,1,2,2
135079,1,1,1
135079,2,2,0
135079,0,0,0
135079,2,2,2
135079,2,1,1
135079,0,0,0
135079,2,2,2
135079,1,0,0
135079,2,1,0
135079,0,0,0
135079,1,1,1
135079,0,0,0
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135046,2,2,1
135046,1,2,1
135046,2,1,1
135046,2,2,1
135046,0,0,0
135046,1,2,1
135046,2,1,1
135046,1,2,1
135046,0,0,0
135046,1,0,0
135046,2,2,2
135059,2,1,0
135059,0,2,2
135059,2,2,2
135059,2,1,1
135059,2,2,1
135059,2,1,1
135059,2,0,2
135059,1,2,1
135059,2,2,2
135059,2,1,0
135059,0,2,2
135059,2,2,2
135059,2,1,1
135059,2,2,1
135059,2,1,1
135059,2,0,2
135059,1,2,1
135059,2,2,2
135059,2,1,0
135059,0,2,2
135059,2,2,2
135059,2,1,1
135059,2,2,1
135059,2,1,1
135059,2,0,2
135059,1,2,1
135059,2,2,2
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,2
135034,2,2,1
135034,2,2,2
135034,2,2,1
135060,1,2,2
135060,2,2,1
135060,1,0,1
135060,1,0,2
135060,1,1,2
135060,0,0,0
135060,1,0,2
135060,1,1,1
135060,1,2,2
135060,2,2,2
135060,1,1,1
135060,2,2,2
135060,2,2,2
135060,2,2,2
135060,1,1,1
135060,0,0,0
135060,2,2,2
135060,2,1,2
135060,1,1,1
135060,0,0,0
135060,0,0,0
135060,1,1,0
135060,1,2,2
135060,2,2,1
135060,1,0,1
135060,1,0,2
135060,1,1,2
135060,0,0,0
135060,1,0,2
135060,1,1,1
135060,1,2,2
135060,2,2,2
135060,1,1,1
135060,2,2,2
135060,2,2,2
135060,2,2,2
135060,1,1,1
135060,0,0,0
135060,2,2,2
135060,2,1,2
135060,1,1,1
135060,0,0,0
135060,0,0,0
135060,1,1,0
135060,1,2,2
135060,2,2,1
135060,1,0,1
135060,1,0,2
135060,1,1,2
135060,0,0,0
135060,1,0,2
135060,1,1,1
135060,1,2,2
135060,2,2,2
135060,1,1,1
135060,2,2,2
135060,2,2,2
135060,2,2,2
135060,1,1,1
135060,0,0,0
135060,2,2,2
135060,2,1,2
135060,1,1,1
135060,0,0,0
135060,0,0,0
135060,1,1,0
135055,2,2,2
135055,2,2,2
135055,2,2,2
